,IDENTIFICATION,PLAYER_DETAIL,POSITIONS,HEIGHT,WEIGHT,SALARY,FIRST_YEAR
3988,93219,김경원_1971년 08월 18일,(우투우타),183cm,100kg,0,0
3989,93225,이도형_1975년 05월 24일,(우투우타),182cm,102kg,0,93OB
3990,93240,추성건_1970년 08월 05일,내야수(우투우타),186cm,90kg,0,0
3991,93242,김민호_1969년 03월 19일,(우투우타),181cm,81kg,0,93OB
3992,93243,김종성_1969년 07월 23일,외야수(우투우타),0cm,0kg,0,0
3993,93245,이용호_1970년 05월 06일,(우투우타),180cm,86kg,0,93OB
3994,93265,공유선_1974년 08월 12일,내야수(우투우타),0cm,0kg,0,0
3995,93309,손차훈_1970년 08월 11일,내야수(우투우타),181cm,77kg,0,0
3996,93311,김홍집_1971년 01월 30일,투수(좌투좌타),179cm,90kg,0,0
3997,93314,김갑중_1970년 08월 15일,외야수(우투우타),174cm,75kg,0,0
3998,93332,김성준_1974년 05월 20일,포수(우투우타),182cm,85kg,0,0
3999,93336,공의식_1970년 09월 20일,외야수(우투우타),0cm,0kg,0,0
4000,93339,계기범_1970년 12월 29일,외야수(우투우타),0cm,0kg,0,0
4001,93349,장용대_1974년 10월 23일,외야수(우투우타),180cm,81kg,0,0
4002,93357,노승욱_1974년 03월 10일,투수(우언우타),177cm,78kg,0,0
4003,93362,김선우_1973년 07월 02일,포수(우투우타),0cm,0kg,0,0
4004,93367,김민범_1973년 06월 07일,투수(좌투좌타),179cm,77kg,0,0
4005,93404,최홍주_1970년 04월 23일,외야수(우투우타),0cm,0kg,0,0
4006,93410,양준혁_1969년 05월 26일,외야수(좌투좌타),188cm,95kg,0,99해태
4007,93411,정영규_1970년 11월 03일,외야수(좌투좌타),185cm,84kg,0,0
4008,93417,박충식_1970년 09월 03일,투수(우언우타),183cm,79kg,0,0
4009,93424,강태윤_1965년 09월 15일,외야수(우투우타),0cm,0kg,0,0
4010,93425,김종국_1972년 09월 25일,투수(우투우타),0cm,0kg,0,0
4011,93443,최병국_1972년 01월 22일,내야수(우투우타),0cm,0kg,0,0
4012,93453,김현욱_1970년 07월 06일,(우언우타),184cm,82kg,0,93삼성
4013,93475,최한경_1974년 11월 20일,투수(우투우타),186cm,85kg,0,0
4014,93494,이동수_1973년 03월 24일,(우투우타),184cm,100kg,0,0
4015,93495,장재영_1971년 04월 28일,(우투우타),171cm,80kg,0,11롯데코치
4016,93502,정호진_1974년 01월 05일,(우투우타),173cm,98kg,0,93롯데
4017,93523,송태일_1970년 04월 05일,(우투우타),174cm,98kg,0,0
4018,93525,조규철_1969년 03월 15일,내야수(우투우타),179cm,75kg,0,0
4019,93547,김경환_1970년 07월 11일,투수(우투우타),0cm,0kg,0,0
4020,93550,김정훈_1970년 04월 06일,투수(우투우타),0cm,0kg,0,0
4021,93551,서정민_1974년 06월 08일,투수(우투우타),0cm,0kg,0,0
4022,93552,고성범_1974년 09월 13일,투수(우투우타),0cm,0kg,0,0
4023,93556,박기복_1971년 01월 16일,외야수(우투우타),0cm,0kg,0,0
4024,93557,권재광_1971년 04월 27일,외야수(우투우타),0cm,0kg,0,0
4025,93601,이용석_1970년 03월 20일,외야수(우투우타),0cm,0kg,0,0
4026,93607,이종범_1970년 08월 15일,(우투우타),178cm,73kg,0,93해태
4027,93612,김훈_1970년 03월 11일,외야수(우투우타),0cm,0kg,0,0
4028,93621,이우혁_1975년 06월 17일,투수(우투우타),180cm,78kg,0,0
4029,93626,이대진_1974년 06월 09일,(우투우타),180cm,83kg,0,93해태
4030,93628,박진철_1975년 02월 28일,투수(우언우타),196cm,108kg,0,0
4031,93642,이재만_1970년 07월 14일,투수(좌투좌타),181cm,88kg,0,0
4032,93645,이민호_1970년 08월 25일,외야수(우투우타),0cm,0kg,0,0
4033,93656,김지영_1974년 04월 21일,포수(우투우타),180cm,75kg,0,0
4034,93662,지윤석_1974년 04월 03일,포수(우투우타),0cm,0kg,0,0
4035,93670,오명종_1974년 01월 14일,외야수(우투우타),0cm,0kg,0,0
4036,93677,조용수_1973년 06월 25일,투수(좌투좌타),0cm,0kg,0,0
4037,93705,허준_1970년 05월 29일,내야수(우투우타),181cm,74kg,0,0
4038,93715,구대성_1969년 08월 02일,투수(좌투좌타),183cm,85kg,0,94한화
4039,93720,지화선_1970년 05월 10일,외야수(우투우타),0cm,0kg,0,0
4040,93723,우태원_1972년 07월 24일,내야수(우투우타),0cm,0kg,0,0
4041,93726,고기성_1970년 06월 27일,외야수(우투우타),0cm,0kg,0,0
4042,93728,노장진_1974년 08월 10일,투수(우투우타),178cm,91kg,0,0
4043,93731,김성열_1969년 10월 06일,내야수(우투우타),0cm,0kg,0,0
4044,93732,원현식_1970년 03월 15일,포수(우투우타),0cm,0kg,0,0
4045,93748,이민호_1969년 09월 02일,내야수(우투우타),178cm,80kg,0,0
4046,93751,김정윤_1974년 03월 18일,내야수(우투우타),178cm,75kg,0,0
4047,93802,정기창_1970년 12월 21일,(우투우타),182cm,102kg,0,94쌍방울
4048,93806,한혁수_1970년 10월 11일,(우투우타),179cm,85kg,0,93쌍방울
4049,93807,최태원_1970년 08월 19일,(우투우타),179cm,83kg,0,93쌍방울
4050,93812,김충민_1970년 03월 05일,포수(우투우타),176cm,86kg,0,0
4051,93817,성영재_1971년 03월 09일,투수(우언우타),185cm,90kg,0,0
4052,93838,박상수_1970년 06월 29일,외야수(좌투좌타),0cm,0kg,0,0
4053,93862,강희석_1974년 02월 07일,투수(우투우타),187cm,78kg,0,0
4054,94105,박은우_1971년 11월 19일,외야수(우투우타),0cm,0kg,0,0
4055,94106,류지현_1971년 05월 25일,(우투우타),176cm,70kg,0,94LG
4056,94107,김재현_1975년 10월 02일,(좌투좌타),177cm,83kg,0,05SK
4057,94126,신윤호_1975년 05월 15일,투수(우언우타),184cm,100kg,0,0
4058,94132,최동수_1971년 09월 11일,(우투우타),186cm,98kg,0,94LG
4059,94134,인현배_1971년 10월 04일,투수(우투우타),185cm,80kg,0,0
4060,94145,허문회_1972년 02월 12일,(좌투좌타),182cm,85kg,0,94LG
4061,94161,박철홍_1970년 03월 16일,투수(우언우타),176cm,80kg,0,0
4062,94162,서용빈_1971년 01월 02일,(좌투좌타),183cm,82kg,0,94LG
4063,94163,박창현_1972년 02월 12일,투수(좌투좌타),182cm,90kg,0,0
4064,94204,심정수_1975년 05월 05일,외야수(우투우타),182cm,100kg,0,0
4065,94215,한태균_1971년 03월 22일,투수(우언우타),183cm,77kg,0,0
4066,94227,홍우태_1971년 11월 19일,(우투우타),185cm,105kg,0,94OB
4067,94228,류택현_1971년 10월 23일,(좌투좌타),184cm,82kg,0,94OB
4068,94230,나영철_1971년 10월 30일,투수(우투우타),0cm,0kg,0,0
4069,94232,윤기수_1971년 03월 19일,내야수(우투우타),0cm,0kg,0,0
4070,94233,김광현_1971년 10월 07일,포수(우투우타),182cm,98kg,0,0
4071,94250,함석원_1975년 07월 17일,외야수(우투우타),182cm,72kg,0,0
4072,94252,조연제_1975년 06월 21일,외야수(좌투좌타),0cm,0kg,0,0
4073,94255,김명호_1975년 08월 24일,내야수(좌투좌타),0cm,0kg,0,0
4074,94258,박종무_1975년 03월 03일,외야수(좌투좌타),0cm,0kg,0,0
4075,94260,길랑균_1968년 10월 14일,내야수(우투우타),0cm,0kg,0,0
4076,94268,마원성_1974년 04월 16일,투수(우투우타),0cm,0kg,0,0
4077,94310,이숭용_1971년 03월 10일,(좌투좌타),185cm,86kg,0,96현대
4078,94312,김성태_1971년 10월 10일,포수(우투우타),0cm,0kg,0,0
4079,94315,최인선_1971년 07월 10일,내야수(우투우타),0cm,0kg,0,0
4080,94323,하득인_1966년 10월 09일,내야수(우투우타),0cm,0kg,0,0
4081,94330,최상덕_1971년 03월 31일,(우투우타),188cm,98kg,0,94태평양
4082,94333,곽병찬_1971년 07월 15일,투수(우투우타),0cm,0kg,0,0
4083,94338,문창환_1975년 07월 09일,투수(우투우타),188cm,88kg,0,0
4084,94353,임성주_1965년 05월 02일,외야수(좌투좌타),0cm,0kg,0,0
4085,94364,전준호_1975년 04월 10일,투수(우투우타),185cm,100kg,0,96현대
4086,94403,최찬욱_1972년 01월 18일,외야수(우투우타),0cm,0kg,0,0
4087,94408,김실_1967년 06월 03일,(좌투좌타),173cm,72kg,0,0
4088,94415,김태균_1971년 08월 19일,(우투우타),176cm,82kg,0,94삼성
4089,94419,감병훈_1971년 05월 25일,투수(좌투좌타),185cm,88kg,0,0
4090,94426,최익성_1972년 02월 11일,외야수(우투우타),181cm,86kg,0,0
4091,94429,최용희_1972년 04월 22일,투수(우투우타),0cm,0kg,0,0
4092,94438,임채영_1971년 08월 07일,포수(우투우타),0cm,0kg,0,0
4093,94444,박종호_1975년 07월 26일,포수(우투우타),180cm,77kg,0,0
4094,94450,김한수_1971년 10월 30일,(우투우타),186cm,88kg,0,94삼성
4095,94476,조문식_1975년 09월 29일,투수(우투우타),184cm,81kg,0,0
4096,94488,김충_1943년 10월 15일,(우투우타),170cm,73kg,0,0
4097,94490,하기룡_1955년 05월 08일,(우투우타),177cm,90kg,0,0
4098,94495,이철성_1957년 03월 14일,(우투우타),170cm,72kg,0,86청보
4099,94511,임수혁_1969년 06월 17일,포수(우투우타),185cm,90kg,0,0
4100,94518,홍순기_1967년 07월 10일,내야수(우투우타),0cm,0kg,0,0
4101,94526,강상수_1971년 06월 22일,(우투우타),184cm,100kg,0,94롯데
4102,94528,주형광_1976년 03월 01일,(좌투좌타),185cm,92kg,0,94롯데
4103,94532,강진규_1968년 05월 30일,(우투우타),181cm,85kg,0,91LG
4104,94539,김종훈_1972년 01월 29일,(우투우타),183cm,80kg,0,94롯데
4105,94541,박태웅_1974년 01월 16일,투수(우투우타),0cm,0kg,0,0
4106,94545,박지철_1975년 04월 13일,투수(우투우타),180cm,69kg,0,0
4107,94549,윤민철_1975년 07월 25일,투수(우투우타),0cm,0kg,0,0
4108,94558,손동일_1971년 07월 05일,외야수(우투우타),175cm,78kg,0,0
4109,94562,한성곤_1973년 05월 22일,내야수(우투우타),0cm,0kg,0,0
4110,94602,유진우_1972년 11월 24일,내야수(우투우타),0cm,0kg,0,0
4111,94604,전성철_1969년 09월 07일,내야수(우투우타),0cm,0kg,0,0
4112,94629,이호준_1976년 02월 08일,(우투우타),187cm,95kg,0,94해태
4113,94641,최재영_1971년 08월 05일,투수(우투우타),0cm,0kg,0,0
4114,94663,배훈_1972년 12월 16일,외야수(좌투좌타),0cm,0kg,0,0
4115,94706,전형도_1971년 10월 30일,(우투우타),177cm,83kg,0,94한화
4116,94724,정진식_1971년 11월 15일,(우투우타),180cm,82kg,0,94한화
4117,94727,길배진_1971년 10월 19일,투수(우투우타),182cm,85kg,0,0
4118,94737,최호원_1971년 06월 14일,투수(우투우타),182cm,78kg,0,0
4119,94742,이요한_1975년 03월 26일,포수(우투우타),0cm,0kg,0,0
4120,94745,박지상_1975년 05월 19일,외야수(좌투좌타),0cm,0kg,0,0
4121,94747,김성한_1971년 04월 17일,투수(우투우타),0cm,0kg,0,0
4122,94749,신진수_1972년 02월 28일,외야수(우투우타),0cm,0kg,0,0
4123,94801,이승환_1971년 03월 20일,투수(우투우타),0cm,0kg,0,0
4124,94812,김주성_1972년 05월 05일,내야수(우투우타),0cm,0kg,0,0
4125,94821,김민국_1972년 05월 27일,투수(우투우타),0cm,0kg,0,0
4126,94827,이군옥_1971년 12월 27일,외야수(우투우타),0cm,0kg,0,0
4127,94834,유현승_1971년 03월 27일,투수(우투우타),182cm,78kg,0,0
4128,94836,조원우_1971년 04월 08일,(우투우타),178cm,82kg,0,94쌍방울
4129,94841,고형욱_1971년 04월 17일,투수(좌투좌타),182cm,74kg,0,0
4130,94842,오진희_1974년 08월 19일,포수(우투우타),0cm,0kg,0,0
4131,94843,장재중_1971년 05월 19일,(우투우타),172cm,72kg,0,94쌍방울
4132,94845,김성_1971년 08월 10일,외야수(좌투좌타),0cm,0kg,0,0
4133,94851,유태준_1975년 01월 22일,내야수(우투우타),0cm,0kg,0,0
4134,94858,강석_1974년 07월 01일,내야수(우투우타),0cm,0kg,0,0
4135,95100,김성근_1942년 12월 13일,(좌투좌타),180cm,82kg,0,84OB감독
4136,95101,정현발_1953년 02월 20일,(우투우타),174cm,82kg,0,0
4137,95103,조현_1976년 10월 04일,외야수(우투우타),178cm,90kg,0,0
4138,95114,심재학_1972년 10월 18일,(좌투좌타),183cm,98kg,0,95LG
4139,95146,신국환_1972년 10월 29일,내야수(우투우타),177cm,82kg,0,0
4140,95157,김상우_1975년 08월 25일,외야수(우투우타),0cm,0kg,0,0
4141,95158,권용관_1976년 11월 19일,내야수(우투우타),180cm,80kg,0,95LG
4142,95159,방동민_1977년 01월 20일,투수(좌투좌타),181cm,88kg,0,0
4143,95160,강준기_1973년 04월 28일,포수(우투우타),0cm,0kg,0,0
4144,95169,김정한_1976년 11월 08일,외야수(우투좌타),0cm,0kg,0,0
4145,95190,이동우_1975년 04월 20일,내야수(우투우타),189cm,82kg,0,0
4146,95199,박노식_1974년 05월 08일,투수(우투우타),185cm,75kg,0,0
4147,95208,정수근_1977년 01월 20일,외야수(좌투좌타),178cm,78kg,0,0
4148,95218,여준홍_1976년 04월 05일,투수(좌투좌타),182cm,76kg,0,0
4149,95223,김유봉_1976년 06월 29일,투수(우투우타),183cm,78kg,0,0
4150,95233,서석영_1972년 04월 30일,내야수(우투우타),0cm,0kg,0,0
4151,95235,진필중_1972년 10월 13일,(우투우타),180cm,91kg,0,0
4152,95236,송재용_1972년 03월 14일,투수(우투우타),0cm,0kg,0,0
4153,95247,최용호_1976년 04월 30일,투수(우투우타),184cm,96kg,0,0
4154,95269,이보형_1972년 04월 06일,외야수(우투우타),0cm,0kg,0,0
4155,95273,양승호_1960년 01월 10일,(우투우타),178cm,88kg,0,0
4156,95316,이용주_1976년 10월 31일,내야수(우투양타),178cm,76kg,0,0
4157,95318,위재영_1972년 05월 21일,투수(우투우타),183cm,84kg,0,0
4158,95319,김병철_1972년 04월 01일,외야수(우투우타),0cm,0kg,0,0
4159,95322,박상일_1976년 07월 30일,포수(우투우타),0cm,0kg,0,0
4160,95324,도명진_1972년 12월 24일,포수(우투우타),0cm,0kg,0,0
4161,95327,김억만_1976년 03월 10일,투수(우투우타),183cm,89kg,0,0
4162,95409,김재걸_1972년 09월 07일,(우투우타),177cm,70kg,0,95삼성
4163,95411,홍광천_1972년 06월 22일,내야수(우투우타),0cm,0kg,0,0
4164,95422,김영진_1972년 04월 09일,포수(우투우타),179cm,76kg,0,0
4165,95426,안윤호_1972년 03월 23일,투수(우투우타),0cm,0kg,0,0
4166,95436,이승엽_1976년 08월 18일,내야수(좌투좌타),183cm,87kg,0,95삼성
4167,95449,차상욱_1972년 04월 07일,내야수(우투우타),0cm,0kg,0,0
4168,95451,김경호_1972년 04월 24일,내야수(우투우타),0cm,0kg,0,0
4169,95458,김진삼_1977년 01월 13일,내야수(우투우타),182cm,81kg,0,0
4170,95459,박석진_1972년 07월 19일,(우언우타),179cm,80kg,0,95삼성
4171,95468,김승관_1976년 03월 05일,(우투우타),186cm,89kg,0,95삼성
4172,95469,신성필_1976년 08월 17일,투수(우투우타),185cm,88kg,0,0
4173,95473,장형석_1976년 06월 06일,투수(우투우타),182cm,80kg,0,0
4174,95486,배대웅_1954년 03월 02일,내야수(우투우타),0cm,0kg,0,0
4175,95488,최계훈_1961년 06월 06일,(우투우타),180cm,80kg,0,84삼미
4176,95511,박보현_1972년 07월 19일,투수(우투우타),189cm,82kg,0,0
4177,95518,박현승_1972년 09월 12일,(우투우타),178cm,84kg,0,95롯데
4178,95544,양종성_1976년 10월 02일,포수(우투우타),0cm,0kg,0,0
4179,95549,마해영_1970년 08월 14일,내야수(우투우타),188cm,96kg,0,0
4180,95552,김정열_1979년 12월 03일,투수(우투우타),181cm,83kg,0,0
4181,95554,장승익_1976년 06월 11일,투수(우투우타),0cm,0kg,0,0
4182,95557,박종일_1972년 03월 09일,외야수(우투우타),175cm,82kg,0,0
4183,95558,김옥일_1972년 11월 14일,외야수(우투우타),0cm,0kg,0,0
4184,95563,김성철_1972년 06월 23일,외야수(우투우타),0cm,0kg,0,0
4185,95565,박부성_1976년 05월 10일,투수(우투우타),0cm,0kg,0,0
4186,95573,나광호_1977년 01월 15일,외야수(우투우타),0cm,0kg,0,0
4187,95576,권두조_1951년 06월 10일,(우투우타),173cm,70kg,0,82롯데
4188,95601,이원식_1972년 06월 15일,투수(우투우타),182cm,89kg,0,0
4189,95650,최철민_1972년 05월 03일,내야수(우투우타),0cm,0kg,0,0
4190,95657,임창용_1976년 06월 04일,투수(우언우타),182cm,82kg,0,95해태
4191,95665,이용훈_1975년 12월 14일,투수(우투우타),188cm,80kg,0,0
4192,95666,안상준_1973년 02월 13일,(우투우타),183cm,81kg,0,95해태
4193,95670,남상규_1972년 10월 09일,포수(우투우타),0cm,0kg,0,0
4194,95674,김형성_1976년 02월 28일,내야수(우투우타),0cm,0kg,0,0
4195,95678,추평호_1973년 02월 08일,외야수(우투우타),0cm,0kg,0,0
4196,95710,김승권_1976년 05월 01일,내야수(우투우타),181cm,84kg,0,0
4197,95712,강인권_1972년 06월 26일,(우투우타),182cm,87kg,0,95한화
4198,95716,김영진_1976년 12월 05일,내야수(우투우타),0cm,0kg,0,0
4199,95728,신재웅_1972년 10월 10일,투수(우투우타),186cm,86kg,0,0
4200,95748,정의성_1972년 08월 30일,투수(우투우타),0cm,0kg,0,0
4201,95777,김경남_1959년 11월 05일,(우투우타),176cm,82kg,0,0
4202,95819,김진철_1972년 12월 15일,투수(우투우타),0cm,0kg,0,0
4203,95821,김인식_1947년 05월 01일,(우투우타),176cm,78kg,0,0
4204,95835,심성보_1973년 02월 16일,외야수(좌투좌타),180cm,75kg,0,0
4205,95837,하상도_1972년 06월 07일,외야수(우투우타),0cm,0kg,0,0
4206,95838,박성진_1972년 07월 09일,투수(우투우타),0cm,0kg,0,0
4207,95853,송진호_1957년 08월 16일,투수(우투우타),0cm,0kg,0,0
4208,95858,장용_1977년 02월 25일,투수(우투우타),0cm,0kg,0,0
4209,95901,금광옥_1956년 12월 19일,(우투우타),175cm,78kg,0,0
4210,95903,류영수_1945년 05월 25일,(우투우타),165cm,54kg,0,0
4211,95906,강만식_1957년 02월 15일,투수(우투우타),0cm,0kg,0,0
4212,95913,김우열_1949년 09월 09일,(우투우타),174cm,75kg,0,82OB
4213,95914,김준환_1955년 05월 19일,(우투우타),178cm,80kg,0,0
4214,96113,김정훈_1976년 05월 05일,투수(우투우타),0cm,0kg,0,0
4215,96137,김도완_1971년 10월 27일,투수(우투우타),0cm,0kg,0,0
4216,96138,손혁_1973년 08월 01일,(우투우타),186cm,82kg,0,96LG
4217,96139,임노병_1977년 08월 27일,내야수(우투우타),183cm,75kg,0,0
4218,96142,이경원_1977년 06월 23일,투수(좌투좌타),180cm,83kg,0,0
4219,96144,오규택_1973년 08월 01일,(우투우타),180cm,82kg,0,96LG
4220,96149,이정길_1973년 03월 19일,투수(우투우타),185cm,93kg,0,0
4221,96165,이호균_1977년 09월 18일,외야수(우투우타),0cm,0kg,0,0
4222,96172,박철영_1960년 05월 22일,(우투우타),178cm,84kg,0,83MBC
4223,96174,김기진_1977년 07월 04일,투수(우투우타),0cm,0kg,0,0
4224,96213,박석안_1972년 04월 20일,포수(우투우타),0cm,0kg,0,0
4225,96224,최기문_1973년 06월 10일,(우투양타),182cm,88kg,0,96OB
4226,96251,박명환_1977년 06월 07일,(우투우타),186cm,92kg,0,99두산
4227,96252,한명윤_1977년 09월 06일,투수(좌투좌타),182cm,72kg,0,0
4228,96253,홍재호_1974년 02월 02일,내야수(우투우타),0cm,0kg,0,0
4229,96257,강영수_1973년 06월 19일,외야수(우투우타),0cm,0kg,0,0
4230,96307,박진만_1976년 11월 30일,(우투우타),178cm,82kg,0,96현대
