,선수명: ,등번호: ,생년월일: ,포지션: ,신장/체중: ,경력: ,입단 계약금: ,연봉: ,지명순위: ,입단년도: 
63701,정창민,,1987년 02월 20일,(우투우타),173cm/75kg,인천화전초-계산중-계양고-신구대,,,,13한화코치
63702,이건영,00,1979년 07월 04일,(우투우타),171cm/72kg,남덕초-경복중-영남고-영남대,,,,
63703,박한결,63,1994년 12월 24일,내야수(우투우타),183cm/76kg,백문초(구리시립리틀)-청원중-경동고,,3000만원,13 한화 육성선수,19한화
63704,노수광,22,1990년 08월 06일,외야수(우투좌타),180cm/80kg,대전유천초-청주중-청주고-건국대-한화-KIA-SK,,21000만원,13 한화 육성선수,14한화
63705,노민성,05,1993년 11월 25일,외야수(우투우타),185cm/84kg,석교초-천안북중-제물포고,,,,
63706,백승준,06,1993년 06월 22일,투수(우투좌타),182cm/71kg,본리초-대구중-경북고,,,,
63711,김동조,01,1990년 01월 28일,투수(좌투좌타),181cm/75kg,학강초-순천이수중-효천고-세한대-한화,,,13 한화 육성선수,
63722,한승택,42,1994년 06월 21일,포수(우투우타),174cm/83kg,잠전초(남양주리틀)-잠신중-덕수고-한화-경찰,9000만원,8000만원,13 한화 3라운드 23순위,13한화
63729,신승원,02,1994년 07월 29일,포수(우투우타),175cm/80kg,서석초-전라중-북일고,,,13 한화 육성선수,
63730,조지훈,98,1994년 04월 06일,투수(우투우타),185cm/91kg,고명초-언북중-장충고-한화-경찰,20000만원,2800만원,13 한화 1라운드 2순위,13한화
63737,이브랜드,37,1983년 10월 29일,투수(좌투좌타),186cm/105kg,미국 케년대-한화,,,,
63744,권시훈,103,1993년 12월 17일,포수(우투좌타),181cm/83kg,율하초-경운중-대구고,,,13 한화 7라운드 59순위,
63749,이충호,49,1994년 09월 20일,투수(좌투좌타),182cm/81kg,인헌초-선린중-충암고,7000만원,2900만원,13 한화 4라운드 38순위,13한화
63765,김종수,65,1994년 06월 03일,투수(우투우타),180cm/80kg,성동초-덕수중-울산공고,3000만원,3800만원,13 한화 8라운드 74순위,13한화
63786,조청희,,1961년 12월 11일,(우투우타),173cm/78kg,대구초-경운중-충암고-건국대,,,,04한화코치
63791,송창현,91,1989년 08월 17일,투수(좌투좌타),181cm/100kg,대해초-매송중-야탑고-제주국제대-롯데-한화-상무,8000만원,3400만원,13 롯데 3라운드 27순위,13롯데
63792,조정원,101,1990년 08월 10일,내야수(우투우타),175cm/65kg,금평초-장성중-야탑고-건국대,,,13 한화 5라운드 41순위,13한화
63794,김승현,93,1994년 03월 11일,내야수(우투우타),178cm/86kg,우암초-청주중-청주고,,,13 한화 10라운드 92순위,
63797,김강래,02,1994년 12월 09일,투수(좌투좌타),187cm/92kg,노암초-경포중-강릉고,,,13 한화 2라운드 17순위,
63800,이석재,16,1990년 01월 18일,투수(우투우타),178cm/80kg,교동초-원주중-원주고-경남대-SK,,,13 SK 2라운드 12순위,13SK
63801,허재혁,,1979년 08월 26일,(),180cm/80kg,대곡초-대청중-단대부고-미국 오클라호마대,,,,13SK코치
63802,전태영,80,1980년 02월 16일,(우투우타),185cm/102kg,성산초-신수중-경성고-고려대,,,,13SK코치
63803,이형삼,,1982년 07월 18일,(우투우타),180cm/78kg,상원초(한천리틀)-온곡중-청원고-남서울대,,,,13SK코치
63810,세든,54,1983년 10월 13일,투수(좌투좌타),193cm/100kg,미국 캐넌고,,,13 SK 자유선발,13SK
63857,레이예스,57,1984년 11월 20일,투수(좌투좌타),189cm/97kg,미국 리버사이드고-SK,,,13 SK 자유선발,
63877,맥스베너블,77,1957년 06월 06일,(우투좌타),178cm/92kg,미국 코르도바고,,,,
63883,이경재,48,1994년 10월 26일,투수(우투우타),185cm/117kg,부산중앙초-대천중-부산고-SK,,,13 SK 1라운드 7순위,13SK
63884,정효원,84,1992년 09월 13일,내야수(우투우타),184cm/81kg,희성초-평촌중-제물포고-영동대,,,,
63887,김제성,109,1990년 06월 10일,포수(우투우타),178cm/89kg,희망대초-구리인창중-구리인창고-한양대,,,13 SK 육성선수,
63888,성양민,88,1992년 03월 13일,투수(좌투좌타),173cm/85kg,성포초(안산리틀)-평촌중-충훈고-(세계사이버대),,,13 SK 8라운드 69순위,
63889,유영하,112,1993년 10월 10일,투수(우투우타),180cm/85kg,정지초-안산중앙중-충훈고,,,13 SK 6라운드 51순위,14SK
63890,류효용,30,1994년 07월 16일,외야수(우투우타),182cm/95kg,내당초-경복중-대구상원고,,,13 SK 5라운드 46순위,
63891,모상영,91,1991년 04월 05일,내야수(우투우타),188cm/99kg,백운초-신일중-안산공고-송원대,,,13 SK 9라운드 82순위,
63893,김원준,93,1991년 12월 12일,내야수(우투우타),175cm/70kg,무학초-마산동중-용마고-동강대,,,,
63894,김정빈,21,1994년 06월 08일,투수(좌투좌타),182cm/90kg,광주화정초-무등중-화순고-SK-상무,8000만원,2700만원,13 SK 3라운드 28순위,15SK
63895,최민재,53,1994년 01월 08일,외야수(우투좌타),180cm/84kg,대전신흥초-공주중-화순고-SK,7000만원,2800만원,13 SK 4라운드 33순위,18SK
63900,김병승,121,1989년 03월 16일,투수(우투양타),183cm/80kg,연산초-개성중-부산고-연세대-NC,,,13 NC 6라운드 49순위,13NC
63901,김정운,101,1994년 10월 01일,투수(우투좌타),192cm/86kg,서석초-진흥중-진흥고,,,,
63902,김도환,40,1990년 02월 23일,포수(우투우타),174cm/83kg,백마초-장성중-충암고-호원대,,,13 NC 육성선수,
63903,유영준,3,1994년 07월 13일,내야수(우투우타),183cm/79kg,서울이수초-홍은중-덕수고-NC-경찰,6000만원,2800만원,13 NC 5라운드 48순위,13NC
63905,윤형준,62,1994년 01월 31일,내야수(우투우타),186cm/100kg,광주서림초-무등중-진흥고-NC-LG-경찰,7000만원,2700만원,13 NC 4라운드 31순위,13NC
63907,조우상,07,1990년 04월 03일,투수(우투우타),183cm/90kg,동성고-원광대,,,,
63913,최재원,31,1990년 07월 30일,내야수(우투우타),183cm/81kg,무학초-마산중-마산고-연세대-NC-삼성-LG-경찰,4000만원,6000만원,13 NC 8라운드 67순위,13NC
63914,손정욱,14,1990년 12월 24일,투수(좌투좌타),182cm/84kg,서울도곡초-홍은중-덕수고-경희대,12000만원,4600만원,13 NC 2라운드 10순위 ,13NC
63920,김준완,1,1991년 01월 20일,외야수(우투좌타),174cm/75kg,길동초-건대부중-장충고-고려대-NC-상무,,8000만원,13 NC 육성선수,13NC
63930,이효준,57,1994년 03월 30일,투수(우투우타),187cm/95kg,서화초-대헌중-제물포고,,,13 NC 육성선수,
63933,김희원,62,1994년 06월 07일,투수(우투우타),181cm/87kg,무학초-부산중-부경고-NC-상무,,,13 NC 육성선수,15상무
63935,이성민,26,1990년 03월 30일,투수(우투우타),185cm/92kg,남도초-대구중-경북고-영남대-NC-KT,,,13 NC 우선지명,13NC
63936,윤강민,43,1990년 10월 08일,투수(우언우타),183cm/83kg,청주우암초-천안북중-북일고-인하대-NC,9000만원,2700만원,13 NC 특별 19순위,13NC
63938,해커,00,1983년 03월 26일,투수(우투우타),185cm/104kg,미국 Duncanville(고)-NC,,,13 NC 자유선발,13NC
63939,찰리,11,1985년 10월 25일,투수(우투우타),190cm/93kg,미국 네브래스카대-NC,,,13 NC 자유선발,13NC
63940,아담,40,1987년 12월 09일,투수(좌투좌타),188cm/82kg,미국 캘리포니아주립대-NC,,,,
63944,이준평,22,1990년 07월 23일,투수(우투우타),184cm/86kg,구지초-언북중-경기고-건국대,,,13 NC 육성선수,
63950,장현식,28,1995년 02월 24일,투수(우투우타),181cm/91kg,신도초-서울이수중-서울고-NC-경찰,15000만원,11000만원,13 NC 1라운드 9순위,13NC
63959,임정호,38,1990년 04월 16일,투수(좌투좌타),188cm/90kg,성동초-잠신중-신일고-성균관대-NC-상무,7000만원,9200만원,13 NC 3라운드 30순위 ,13NC
63960,이상민,111,1990년 11월 04일,투수(좌투좌타),180cm/85kg,남도초(수성리틀)-대구중-경북고-동의대-NC-넥센-경찰-넥센-키움,4000만원,3200만원,13 NC 7라운드 66순위,13NC
63961,윤호솔,59,1994년 07월 15일,투수(우투우타),183cm/99kg,온양온천초-온양중-북일고-NC,60000만원,2900만원,13 NC 우선지명,13NC
63963,권희동,36,1990년 12월 30일,외야수(우투우타),177cm/85kg,동천초-경주중-경주고-경남대-NC-상무,3000만원,13500만원,13 NC 9라운드 84순위,13NC
63967,박으뜸,33,1990년 06월 14일,외야수(우투좌타),176cm/70kg,서원초-세광중-세광고-경남대-NC-상무,,,13 NC 특별 21순위,13NC
63968,구본욱,68,1990년 05월 05일,내야수(우투우타),183cm/88kg,수창초-경상중-경북고-성균관대,,,,
63969,장동우,69,1988년 06월 21일,내야수(우투좌타),185cm/94kg,가동초-잠신중-경기고-한양대,,,13 NC 10라운드 85순위,13NC
63970,임제우,96,1990년 12월 05일,내야수(우투우타),176cm/77kg,중앙초-부산중-경남고-경남대,,,13 NC 육성선수,
63973,강동호,73,1990년 03월 26일,투수(좌투좌타),178cm/83kg,사파초-대신중-경남고-동의대,,,,
63978,이기본,78,1987년 04월 25일,(),175cm/85kg,계림고-동국대,,,,
63990,정연창,90,1982년 12월 08일,(),177cm/84kg,덕벌초-청주중-청석고-한남대,,,,
63991,박진우,30,1990년 02월 12일,투수(우언우타),180cm/83kg,남부민초-대신중-부경고-건국대-NC-두산-경찰,,16000만원,13 NC 육성선수,15NC
63992,이태초,92,1991년 06월 22일,포수(우투좌타),174cm/90kg,이수초-배명중-배명고-송원대,,,,
63994,김성호,94,1990년 07월 30일,내야수(우투좌타),182cm/77kg,순천북초-온양중-북일고-동의대,,,,
63997,김건우,97,1990년 04월 06일,투수(우투우타),188cm/85kg,칠성초-경복중-대구고-성균관대,,,,
64000,김재곤,,1990년 03월 03일,외야수(우투좌타),cm/kg,서울고-경희대,,,,
64001,고영표,1,1991년 09월 16일,투수(우언우타),187cm/88kg,광주대성초-광주동성중-화순고-동국대,,,14 KT 2차 1라운드 10순위,14KT
64002,아라가키,18,,투수(),cm/kg,,,,,
64003,오카모토,48,,투수(),cm/kg,,,,,
64004,김민혁,53,1995년 11월 21일,외야수(우투좌타),181cm/71kg,광주서석초-배재중-배재고-KT-상무,6000만원,9000만원,14 KT 2차 6라운드 56순위,14KT
64005,바리오스,67,,투수(),cm/kg,,,,,
64006,심우준,2,1995년 04월 28일,내야수(우투우타),183cm/75kg,송정동초-언북중-경기고,13000만원,13000만원,14 KT 2차 특별 14순위,14KT
64007,문상철,25,1991년 04월 06일,내야수(우투우타),184cm/85kg,중대초-잠신중-배명고-고려대-KT-상무,13000만원,4000만원,14 KT 2차 특별 11순위,14KT
64008,토보,139,,투수(),cm/kg,,,,,
64009,호소야마다,125,,포수(),cm/kg,,,,,
64010,야기,128,,포수(),cm/kg,,,,,
64011,안승한,5,1992년 01월 25일,포수(우투우타),177cm/89kg,남정초-선린중-충암고-동아대,13000만원,3700만원,14 KT 2차 특별 12순위,14KT
64012,송민섭,12,1991년 08월 02일,외야수(우투우타),177cm/80kg,청파초(안산리틀)-선린중-선린인터넷고-단국대-KT-상무,,4700만원,14 KT 육성선수,15KT
64013,이지찬,51,1991년 08월 19일,내야수(우투우타),174cm/70kg,옥산초-대구중-경북고-경성대-KT-경찰,,,14 KT 2차 8라운드 76순위,14KT
64014,김병희,14,1990년 12월 06일,내야수(우투우타),180cm/82kg,창영초-신흥중-동산고-동국대,13000만원,3000만원,14 KT 2차 특별 13순위,14KT
64015,박주환,15,1991년 02월 14일,투수(좌투좌타),182cm/83kg,성동초-신일중-신일고-고려대,,,14 KT 육성선수,
64016,하리모토,131,,포수(),cm/kg,,,,,
64017,심재민,34,1994년 02월 18일,투수(좌투좌타),182cm/92kg,장유초(김해엔젤스리틀)-개성중-개성고-(전남과학대),,,14 KT 우선지명,14KT
64018,우에바야시,51,,내야수(),cm/kg,,,,,
64019,오오타키,129,,내야수(),cm/kg,,,,,
64020,마이크,20,1984년 09월 14일,투수(우투우타),199cm/99kg,미국 빌라노바대,,,14 KT 자유선발,
64021,박세웅,32,1995년 11월 30일,투수(우투우타),181cm/78kg,대구경운초-경운중-경북고-KT,20000만원,11000만원,14 KT 1차,14KT
64022,안중열,37,1995년 09월 01일,포수(우투우타),174cm/85kg,가야초-개성중-부산고-(영남사이버대)-KT-롯데-상무,13000만원,5100만원,14 KT 2차 특별 15순위,14KT
64023,김성윤,17,1991년 06월 15일,외야수(좌투좌타),178cm/78kg,율하초-대구중-대구상원고-동의대,,,14 KT 2차 3라운드 35순위,14KT
64024,칸노,130,,내야수(),cm/kg,,,,,
64025,소네,69,,내야수(),cm/kg,,,,,
64026,마츠토미,142,,내야수(),cm/kg,,,,,
64027,장현진,27,1991년 08월 19일,내야수(우투우타),179cm/84kg,부천북초-부천중-부천고-성균관대,,,14 KT 2차 9라운드 95순위,14KT
64028,이시카와,138,,투수(),cm/kg,,,,,
64029,류희운,29,1995년 06월 19일,투수(우투우타),191cm/103kg,천안남산초-천안북중-북일고,32000만원,3500만원,14 KT 우선지명,14KT
64031,황석호,31,1991년 01월 09일,내야수(우투우타),173cm/77kg,옥산초-경복중-상원고-고려대,,,14 KT 육성선수,
64036,허정민,36,1991년 06월 06일,투수(우투좌타),184cm/84kg,사당초-영동중-서울고-홍익대,,,14 KT 육성선수,
64041,안현준,49,1995년 03월 23일,투수(우언우타),187cm/85kg,내덕초-청주중-세광고,7000만원,3200만원,14 KT 2차 4라운드 36순위,14KT
64044,최현철,44,1991년 04월 05일,내야수(우투좌타),186cm/88kg,희망대초-성일중-서울고-고려대,,,14 KT 육성선수,
64045,이범정,99,1995년 05월 13일,투수(우투우타),183cm/92kg,봉천초-강남중-선린인터넷고,,2700만원,14 KT 육성선수,
64047,조현우,59,1994년 03월 30일,투수(좌투좌타),182cm/79kg,군산중앙초-군산중-군산상고-(전남과학대)-KT-롯데,10000만원,3000만원,14 KT 2차 2라운드 16순위,14KT
64049,시스코,51,1983년 01월 13일,투수(좌투좌타),208cm/102kg,미국 이스트레이크고-KT,,,14 KT 자유선발,14KT
64051,이영준,64,1991년 10월 10일,투수(좌투좌타),184cm/100kg,영일초-영남중-덕수고-단국대-KT-넥센,5000만원,5500만원,14 KT 2차 7라운드 75순위,14KT
64055,양형진,55,1991년 07월 12일,투수(우투우타),190cm/103kg,숭의초-신흥중-인천고-세한대-KT-롯데-상무,,,14 KT 2차 5라운드 55순위,14KT
64058,이호준,58,1990년 07월 17일,투수(좌투좌타),188cm/83kg,본리초-경복중-상원고-연세대,,,14 KT 육성선수,
64059,안상민,28,1991년 03월 04일,외야수(좌투좌타),181cm/82kg,하단초-대동중-경남고-동국대,,,14 KT 자유선발,
64063,강혜성,63,1989년 05월 03일,투수(우투우타),180cm/79kg,삼성초-내동중-속초상고,,,14 KT 육성선수,
64064,조경민,64,1991년 08월 01일,내야수(우투우타),176cm/72kg,연촌초(도봉리틀)-배명중-배명고-경희대,,,14 KT 육성선수,
64066,윤영윤,66,1987년 10월 20일,내야수(우투우타),177cm/79kg,서림초-동산중-제물포고-원광대,,,14 KT 육성선수,
64067,이상원,67,1989년 10월 04일,외야수(우투우타),180cm/76kg,대성초-동성중-동성고-건국대,,,14 KT 육성선수,
64068,유영현,68,1991년 04월 03일,외야수(우투좌타),185cm/84kg,이수초-홍은중-덕수고-한양대,,,14 KT 육성선수,
64075,박재현,74,1974년 02월 08일,(우투우타),179cm/86kg,대구옥산초-경복중-경북고-계명대,,,,14KT코치
64077,오키,74,1961년 01월 05일,(우투우타),178cm/79kg,일본 마츠하마초-일본 마츠하마중-일본 마츠야마상고-일본 메이지대,,,,
64083,델로자리오,26,1985년 10월 16일,투수(우언우타),185cm/85kg,도미니카 엘세이보고,,,,
64084,웨이테,34,1987년 02월 09일,투수(우투우타),189cm/100kg,마이애미,,,,
64085,채기영,01,1995년 09월 01일,외야수(우투좌타),180cm/70kg,봉천초-선린중-선린인터넷고,,,15 한화 육성선수,15한화
64086,신성현,5,1990년 10월 19일,내야수(우투우타),183cm/92kg,가동초-덕수중-일본 교토고쿠사이고-한화,,4800만원,15 한화 육성선수,09히로시마
64087,정유철,118,1988년 11월 16일,내야수(우투양타),173cm/70kg,구암초-강남중-선린인터넷고-계명대-고양,,,15 한화 육성선수,
64088,이용래,88,1967년 12월 28일,(우투우타),177cm/96kg,대일고-신구대,,,,
64089,정영,87,1987년 05월 08일,(우투좌타),182cm/90kg,휘문고-신구대,,,,14경찰코치
64090,이용균,4,1988년 09월 02일,내야수(우투우타),177cm/70kg,청원고-홍익대,,,,
